season,week,home_team,away_team,home_score,away_score,neutral,spread_line,total_line
1999,1,PHI,ARI,24,25,0,-3.0,37.0
1999,1,LA,BAL,27,10,0,0.0,39.0
1999,1,IND,BUF,31,14,0,-3.0,45.5
1999,1,NO,CAR,19,10,0,3.5,38.0
1999,1,TEN,CIN,36,35,0,9.0,42.0
1999,1,WAS,DAL,35,41,0,2.5,42.0
1999,1,SEA,DET,20,28,0,9.5,42.0
1999,1,CHI,KC,20,17,0,-3.0,38.0
1999,1,ATL,MIN,14,17,0,-4.0,49.0
1999,1,NYJ,NE,28,30,0,7.0,44.5
1999,1,TB,NYG,13,17,0,5.5,37.5
1999,1,GB,LV,28,24,0,9.0,43.0
1999,1,CLE,PIT,0,43,0,-6.0,37.0
1999,1,JAX,SF,41,3,0,5.5,49.0
1999,1,DEN,MIA,21,38,0,6.0,43.0
1999,2,MIA,ARI,19,16,0,9.0,41.0
1999,2,TEN,CLE,26,9,0,16.0,40.0
1999,2,KC,DEN,26,10,0,-3.5,40.5
1999,2,DET,GB,23,15,0,-6.5,43.0
1999,2,NE,IND,31,28,0,4.5,45.0
1999,2,CAR,JAX,20,22,0,-9.5,44.0
1999,2,SF,NO,28,21,0,11.0,42.5
1999,2,BUF,NYJ,17,3,0,4.0,42.0
1999,2,MIN,LV,17,22,0,11.0,47.5
1999,2,BAL,PIT,20,23,0,-2.5,38.0
1999,2,CIN,LAC,7,34,0,1.0,40.5
1999,2,CHI,SEA,13,14,0,-3.5,39.0
1999,2,PHI,TB,5,19,0,-6.5,36.5
1999,2,NYG,WAS,21,50,0,2.5,41.0
1999,2,DAL,ATL,24,7,0,6.5,42.0
1999,3,LA,ATL,35,7,0,-1.5,40.5
1999,3,LV,CHI,24,17,0,7.0,38.0
1999,3,CAR,CIN,27,3,0,7.0,39.5
1999,3,BAL,CLE,17,10,0,12.0,36.5
1999,3,TB,DEN,13,10,0,2.5,38.0
1999,3,KC,DET,31,21,0,3.5,39.5
1999,3,LAC,IND,19,27,0,-1.0,44.0
1999,3,GB,MIN,23,20,0,0.0,47.5
1999,3,NE,NYG,16,14,0,6.0,43.5
1999,3,BUF,PHI,26,0,0,11.5,38.0
1999,3,PIT,SEA,10,29,0,4.0,38.0
1999,3,JAX,TEN,19,20,0,9.5,45.0
1999,3,NYJ,WAS,20,27,0,-1.0,43.5
1999,3,ARI,SF,10,24,0,-2.5,45.5
1999,4,DAL,ARI,35,7,0,7.0,42.5
1999,4,ATL,BAL,13,19,0,2.5,36.5
1999,4,WAS,CAR,38,36,0,8.5,45.5
1999,4,PIT,JAX,3,17,0,-3.0,42.0
1999,4,LAC,KC,21,14,0,1.0,38.5
1999,4,CLE,NE,7,19,0,-12.0,38.0
1999,4,CHI,NO,14,10,0,-1.0,37.0
1999,4,DEN,NYJ,13,21,0,5.5,40.0
1999,4,SEA,LV,22,21,0,3.5,40.5
1999,4,NYG,PHI,16,15,0,9.5,35.5
1999,4,CIN,LA,10,38,0,-3.5,44.0
1999,4,MIN,TB,21,14,0,7.0,40.5
1999,4,SF,TEN,24,22,0,1.5,40.5
1999,4,MIA,BUF,18,23,0,4.5,40.5
1999,5,NO,ATL,17,20,0,3.0,35.5
1999,5,TEN,BAL,14,11,0,7.0,38.5
1999,5,MIN,CHI,22,24,0,13.0,43.5
1999,5,CLE,CIN,17,18,0,-3.0,36.0
1999,5,PHI,DAL,13,10,0,-9.5,37.0
1999,5,LV,DEN,13,16,0,7.0,38.0
1999,5,IND,MIA,31,34,0,-1.5,44.5
1999,5,KC,NE,16,14,0,2.5,41.0
1999,5,ARI,NYG,14,3,0,3.0,37.5
1999,5,BUF,PIT,24,21,0,6.5,38.0
1999,5,DET,LAC,10,20,0,3.5,40.0
1999,5,LA,SF,42,20,0,3.0,45.5
1999,5,GB,TB,26,23,0,6.0,40.5
1999,5,NYJ,JAX,6,16,0,-3.0,40.0
1999,6,SF,CAR,29,31,0,5.0,44.0
1999,6,JAX,CLE,24,7,0,17.5,37.5
1999,6,DEN,GB,31,10,0,-3.5,40.0
1999,6,NYJ,IND,13,16,0,-2.5,42.5
1999,6,NE,MIA,30,31,0,2.5,42.5
1999,6,DET,MIN,25,23,0,-3.5,45.0
1999,6,BUF,LV,14,20,0,3.5,40.5
1999,6,CHI,PHI,16,20,0,6.5,35.0
1999,6,CIN,PIT,3,17,0,-5.0,37.5
1999,6,LAC,SEA,13,10,0,-1.5,37.5
1999,6,ATL,LA,13,41,0,-6.0,45.0
1999,6,NO,TEN,21,24,0,-3.0,36.5
1999,6,ARI,WAS,10,24,0,-3.5,45.5
1999,6,NYG,DAL,13,10,0,-3.0,37.0
1999,7,BAL,KC,8,35,0,-1.0,36.0
1999,7,SEA,BUF,26,16,0,2.5,38.0
1999,7,TB,CHI,6,3,0,8.0,36.5
1999,7,IND,CIN,31,10,0,11.0,44.0
1999,7,LA,CLE,34,3,0,18.5,43.5
1999,7,NE,DEN,24,23,0,3.5,40.5
1999,7,CAR,DET,9,24,0,4.5,43.5
1999,7,LAC,GB,3,31,0,-3.0,37.5
1999,7,NYG,NO,31,3,0,3.0,34.0
1999,7,LV,NYJ,24,23,0,6.5,37.0
1999,7,MIA,PHI,16,13,0,9.0,34.0
1999,7,MIN,SF,40,16,0,7.0,48.5
1999,7,DAL,WAS,38,20,0,2.0,44.0
1999,7,PIT,ATL,13,9,0,5.5,37.0
1999,8,BAL,BUF,10,13,0,-3.5,36.5
1999,8,ATL,CAR,27,20,0,2.0,40.0
1999,8,WAS,CHI,48,22,0,8.5,44.0
1999,8,NO,CLE,16,21,0,9.5,33.5
1999,8,IND,DAL,34,24,0,3.0,46.0
1999,8,CIN,JAX,10,41,0,-12.5,38.0
1999,8,LV,MIA,9,16,0,3.0,37.0
1999,8,DEN,MIN,20,23,0,-2.5,45.0
1999,8,ARI,NE,3,27,0,-3.0,40.5
1999,8,PHI,NYG,17,23,0,-2.5,33.5
1999,8,KC,LAC,34,0,0,6.0,35.0
1999,8,TEN,LA,24,21,0,-3.0,44.5
1999,8,DET,TB,20,3,0,-2.5,35.0
1999,8,GB,SEA,7,27,0,5.5,42.5
1999,9,NYJ,ARI,12,7,0,7.0,35.0
1999,9,CLE,BAL,9,41,0,-3.5,32.5
1999,9,WAS,BUF,17,34,0,4.0,47.0
1999,9,GB,CHI,13,14,0,9.0,40.5
1999,9,SEA,CIN,37,20,0,14.0,40.0
1999,9,LAC,DEN,17,33,0,0.0,35.5
1999,9,ATL,JAX,7,30,0,-6.0,41.0
1999,9,IND,KC,25,17,0,4.0,45.0
1999,9,CAR,PHI,33,7,0,5.0,36.0
1999,9,SF,PIT,6,27,0,2.5,41.5
1999,9,DET,LA,31,27,0,-4.0,45.0
1999,9,NO,TB,16,31,0,-3.5,33.5
1999,9,MIA,TEN,17,0,0,3.0,37.0
1999,9,MIN,DAL,27,17,0,6.5,47.5
1999,10,JAX,BAL,6,3,0,13.0,37.0
1999,10,LA,CAR,35,10,0,10.0,48.0
1999,10,PIT,CLE,15,16,0,14.5,34.5
1999,10,SEA,DEN,20,17,0,5.5,41.0
1999,10,ARI,DET,23,19,0,-5.5,35.5
1999,10,DAL,GB,27,13,0,-3.0,38.0
1999,10,NYG,IND,19,27,0,-3.0,41.5
1999,10,TB,KC,17,10,0,3.0,34.5
1999,10,BUF,MIA,23,3,0,3.0,37.0
1999,10,CHI,MIN,24,27,0,-6.5,43.0
1999,10,LV,LAC,28,9,0,7.0,36.0
1999,10,NO,SF,24,6,0,-1.0,38.5
1999,10,CIN,TEN,14,24,0,-10.0,41.0
1999,10,PHI,WAS,35,28,0,-6.0,42.0
1999,10,NE,NYJ,17,24,0,6.0,37.0
1999,11,TB,ATL,19,10,0,7.0,34.5
1999,11,CIN,BAL,31,34,0,-5.0,34.5
1999,11,NYJ,BUF,17,7,0,-2.5,36.0
1999,11,CLE,CAR,17,31,0,-5.5,35.5
1999,11,LAC,CHI,20,23,0,0.0,36.0
1999,11,ARI,DAL,13,9,0,-1.5,35.0
1999,11,GB,DET,26,17,0,4.0,39.0
1999,11,PHI,IND,17,44,0,-7.0,41.0
1999,11,MIA,NE,27,17,0,3.5,37.5
1999,11,JAX,NO,41,23,0,12.5,35.0
1999,11,WAS,NYG,23,13,0,5.5,44.5
1999,11,TEN,PIT,16,10,0,5.5,36.5
1999,11,KC,SEA,19,31,0,3.0,37.5
1999,11,SF,LA,7,23,0,-7.5,47.5
1999,11,DEN,LV,27,21,0,1.5,37.0
1999,12,DET,CHI,21,17,0,6.0,44.0
1999,12,DAL,MIA,20,0,0,1.5,38.0
1999,12,NYG,ARI,24,34,0,4.5,34.5
1999,12,CAR,ATL,34,28,0,4.5,40.0
1999,12,PIT,CIN,20,27,0,11.0,36.0
1999,12,BAL,JAX,23,30,0,-7.0,36.5
1999,12,LV,KC,34,37,0,3.5,37.0
1999,12,BUF,NE,17,7,0,4.0,38.0
1999,12,LA,NO,43,12,0,14.0,47.0
1999,12,IND,NYJ,13,6,0,7.0,44.0
1999,12,WAS,PHI,20,17,0,10.0,42.5
1999,12,MIN,LAC,35,27,0,13.5,43.5
1999,12,SEA,TB,3,16,0,6.0,37.0
1999,12,CLE,TEN,21,33,0,-10.5,35.5
1999,12,SF,GB,3,20,0,-6.0,40.5
1999,13,JAX,PIT,20,6,0,10.5,37.0
1999,13,LAC,CLE,23,10,0,7.5,36.0
1999,13,NE,DAL,13,6,0,2.0,38.0
1999,13,CHI,GB,19,35,0,-3.5,39.0
1999,13,MIA,IND,34,37,0,2.0,43.0
1999,13,DEN,KC,10,16,0,3.5,38.5
1999,13,ATL,NO,35,12,0,4.0,39.5
1999,13,NYG,NYJ,41,28,0,-2.5,34.0
1999,13,ARI,PHI,21,17,0,7.0,37.0
1999,13,LV,SEA,30,21,0,1.0,41.0
1999,13,CIN,SF,44,30,0,3.0,39.0
1999,13,CAR,LA,21,34,0,-7.0,49.0
1999,13,BAL,TEN,41,14,0,-3.5,36.5
1999,13,DET,WAS,33,17,0,3.5,49.5
1999,13,TB,MIN,24,17,0,-2.5,39.0
1999,14,TEN,LV,21,14,0,3.0,40.0
1999,14,WAS,ARI,28,3,0,5.5,46.5
1999,14,SF,ATL,26,7,0,-3.0,41.0
1999,14,PIT,BAL,24,31,0,1.5,36.0
1999,14,GB,CAR,31,33,0,8.0,42.0
1999,14,CIN,CLE,44,28,0,7.0,41.0
1999,14,TB,DET,23,16,0,4.0,36.0
1999,14,NYJ,MIA,28,20,0,-3.0,37.0
1999,14,KC,MIN,31,28,0,1.0,42.0
1999,14,IND,NE,20,15,0,7.0,46.5
1999,14,BUF,NYG,17,19,0,8.0,36.5
1999,14,DAL,PHI,20,10,0,9.0,36.5
1999,14,SEA,LAC,16,19,0,9.5,42.5
1999,14,NO,LA,14,30,0,-10.5,49.0
1999,14,JAX,DEN,27,24,0,9.0,37.5
1999,15,KC,PIT,35,19,0,8.5,37.0
1999,15,CAR,SF,41,24,0,7.5,46.0
1999,15,TEN,ATL,30,17,0,10.0,37.0
1999,15,ARI,BUF,21,31,0,-3.0,37.5
1999,15,CHI,DET,28,10,0,-3.0,37.0
1999,15,CLE,JAX,14,24,0,-14.5,39.0
1999,15,PHI,NE,24,9,0,-3.5,37.0
1999,15,BAL,NO,31,8,0,8.5,41.5
1999,15,LA,NYG,31,10,0,10.5,46.5
1999,15,DAL,NYJ,21,22,0,6.0,35.5
1999,15,MIA,LAC,12,9,0,7.5,37.0
1999,15,DEN,SEA,36,30,0,1.5,39.0
1999,15,LV,TB,45,0,0,-1.0,36.0
1999,15,IND,WAS,24,21,0,6.5,51.0
1999,15,MIN,GB,24,20,0,4.5,49.0
1999,16,NO,DAL,31,24,0,-8.5,38.5
1999,16,DET,DEN,7,17,0,4.5,43.5
1999,16,ATL,ARI,37,14,0,2.0,38.0
1999,16,NE,BUF,10,13,0,-3.0,37.5
1999,16,PIT,CAR,30,20,0,-3.5,42.5
1999,16,LA,CHI,34,12,0,10.0,46.5
1999,16,BAL,CIN,22,0,0,7.0,45.5
1999,16,TB,GB,29,10,0,3.5,37.0
1999,16,CLE,IND,28,29,0,-13.5,41.5
1999,16,TEN,JAX,41,14,0,-3.0,39.0
1999,16,SEA,KC,23,14,0,3.0,43.0
1999,16,NYG,MIN,17,34,0,-2.5,43.0
1999,16,LAC,LV,23,20,0,-3.0,38.0
1999,16,SF,WAS,20,26,0,-7.0,47.5
1999,16,MIA,NYJ,31,38,0,3.5,37.0
1999,17,GB,ARI,49,24,0,7.5,38.0
1999,17,NE,BAL,20,3,0,-1.0,37.5
1999,17,JAX,CIN,24,7,0,9.0,39.5
1999,17,MIN,DET,24,17,0,7.0,48.5
1999,17,BUF,IND,31,6,0,-1.5,42.0
1999,17,WAS,MIA,21,10,0,3.0,44.0
1999,17,CAR,NO,45,13,0,8.5,46.5
1999,17,DAL,NYG,26,18,0,6.5,37.5
1999,17,KC,LV,38,41,0,5.0,39.0
1999,17,DEN,LAC,6,12,0,7.0,37.5
1999,17,NYJ,SEA,19,9,0,1.0,38.0
1999,17,PHI,LA,38,31,0,-8.0,42.0
1999,17,CHI,TB,6,20,0,-3.5,34.0
1999,17,PIT,TEN,36,47,0,-4.0,38.0
1999,17,ATL,SF,34,29,0,6.5,46.5
1999,18,TEN,BUF,22,16,0,5.0,39.0
1999,18,WAS,DET,27,13,0,6.0,46.0
1999,18,MIN,DAL,27,10,0,7.0,46.5
1999,18,SEA,MIA,17,20,0,3.5,39.0
1999,19,JAX,MIA,62,7,0,8.0,37.5
1999,19,TB,WAS,14,13,0,4.5,38.0
1999,19,LA,MIN,49,37,0,7.0,52.0
1999,19,IND,TEN,16,19,0,5.5,46.5
1999,20,LA,TB,11,6,0,14.0,46.0
1999,20,JAX,TEN,14,33,0,7.0,39.5
1999,21,TEN,LA,16,23,1,-7.0,48.0
2000,1,NYG,ARI,21,16,0,6.5,40.0
2000,1,PIT,BAL,0,16,0,-2.5,37.0
2000,1,WAS,CAR,20,17,0,10.5,47.5
2000,1,MIN,CHI,30,27,0,4.5,46.5
2000,1,NO,DET,10,14,0,0.0,40.5
2000,1,KC,IND,14,27,0,-3.5,44.0
2000,1,CLE,JAX,7,27,0,-10.5,38.5
2000,1,GB,NYJ,16,20,0,2.5,44.0
2000,1,DAL,PHI,14,41,0,6.0,39.5
2000,1,LV,LAC,9,6,0,6.5,39.5
2000,1,MIA,SEA,23,0,0,2.0,36.0
2000,1,ATL,SF,36,28,0,6.5,46.5
2000,1,NE,TB,16,21,0,-3.0,36.0
2000,1,BUF,TEN,16,13,0,1.0,40.0
2000,1,LA,DEN,41,36,0,6.5,48.5
2000,2,DEN,ATL,42,14,0,4.5,47.0
2000,2,SF,CAR,22,38,0,-3.0,48.0
2000,2,TB,CHI,41,0,0,7.0,36.5
2000,2,CIN,CLE,7,24,0,6.0,40.5
2000,2,ARI,DAL,32,31,0,3.0,38.5
2000,2,BUF,GB,27,18,0,6.0,38.5
2000,2,BAL,JAX,39,36,0,3.0,36.5
2000,2,TEN,KC,17,14,0,8.5,38.5
2000,2,MIN,MIA,13,7,0,3.0,42.5
2000,2,LAC,NO,27,28,0,5.5,35.5
2000,2,PHI,NYG,18,33,0,3.0,39.5
2000,2,IND,LV,31,38,0,6.5,44.0
2000,2,SEA,LA,34,37,0,-7.5,46.0
2000,2,DET,WAS,15,10,0,-5.5,43.0
2000,2,NYJ,NE,20,19,0,6.5,39.5
2000,3,CAR,ATL,10,15,0,6.0,48.5
2000,3,MIA,BAL,19,6,0,-1.5,34.5
2000,3,NYJ,BUF,27,14,0,1.0,38.5
2000,3,JAX,CIN,13,0,0,13.0,41.0
2000,3,LV,DEN,24,33,0,3.0,44.0
2000,3,NE,MIN,13,21,0,1.5,42.5
2000,3,SEA,NO,20,10,0,6.0,40.0
2000,3,CHI,NYG,7,14,0,2.0,42.0
2000,3,GB,PHI,6,3,0,4.0,42.5
2000,3,CLE,PIT,23,20,0,-2.5,35.5
2000,3,KC,LAC,42,10,0,4.5,35.5
2000,3,LA,SF,41,24,0,17.0,55.5
2000,3,DET,TB,10,31,0,-3.0,34.5
2000,3,WAS,DAL,21,27,0,10.5,44.0
2000,4,BAL,CIN,37,0,0,11.5,38.0
2000,4,LV,CLE,36,10,0,10.5,40.5
2000,4,CHI,DET,14,21,0,1.0,37.5
2000,4,ARI,GB,3,29,0,1.0,42.0
2000,4,DEN,KC,22,23,0,7.0,43.0
2000,4,MIA,NE,10,3,0,4.5,34.5
2000,4,TB,NYJ,17,21,0,7.0,36.0
2000,4,NO,PHI,7,21,0,1.5,38.0
2000,4,LAC,SEA,12,20,0,-2.5,36.0
2000,4,DAL,SF,24,41,0,6.5,47.0
2000,4,ATL,LA,20,41,0,-6.5,55.0
2000,4,PIT,TEN,20,23,0,-7.0,36.0
2000,4,NYG,WAS,6,16,0,1.0,42.0
2000,4,IND,JAX,43,14,0,3.5,45.0
2000,5,SF,ARI,27,20,0,3.5,47.5
2000,5,PHI,ATL,38,10,0,3.0,41.5
2000,5,CLE,BAL,0,12,0,-8.5,37.0
2000,5,GB,CHI,24,27,0,5.5,41.0
2000,5,CAR,DAL,13,16,0,6.5,47.5
2000,5,BUF,IND,16,18,0,1.5,44.0
2000,5,CIN,MIA,16,31,0,-7.0,33.0
2000,5,DET,MIN,24,31,0,1.0,42.5
2000,5,DEN,NE,19,28,0,8.5,41.0
2000,5,TEN,NYG,28,14,0,5.0,38.0
2000,5,JAX,PIT,13,24,0,11.0,38.5
2000,5,LA,LAC,57,31,0,17.0,53.5
2000,5,WAS,TB,20,17,0,1.5,36.0
2000,5,KC,SEA,24,17,0,4.0,38.5
2000,6,JAX,BAL,10,15,0,2.5,37.5
2000,6,MIA,BUF,22,13,0,2.0,34.5
2000,6,ARI,CLE,29,21,0,4.5,40.5
2000,6,LAC,DEN,7,21,0,-6.5,43.0
2000,6,DET,GB,31,24,0,3.0,43.0
2000,6,NE,IND,24,16,0,-3.5,43.5
2000,6,CHI,NO,10,31,0,5.5,40.0
2000,6,ATL,NYG,6,13,0,1.0,42.0
2000,6,SF,LV,28,34,0,-4.5,48.5
2000,6,NYJ,PIT,3,20,0,8.0,37.5
2000,6,CAR,SEA,26,3,0,3.5,43.0
2000,6,CIN,TEN,14,23,0,-10.0,38.0
2000,6,PHI,WAS,14,17,0,-3.5,37.5
2000,6,MIN,TB,30,23,0,1.0,39.0
2000,7,LA,ATL,45,29,0,18.0,58.5
2000,7,WAS,BAL,10,3,0,3.5,34.5
2000,7,NO,CAR,24,6,0,0.0,40.5
2000,7,PIT,CIN,15,0,0,8.5,37.0
2000,7,DEN,CLE,44,10,0,12.5,44.0
2000,7,NYG,DAL,19,14,0,4.0,40.5
2000,7,SEA,IND,24,37,0,-5.5,44.0
2000,7,CHI,MIN,16,28,0,-6.0,44.0
2000,7,NE,NYJ,17,34,0,3.0,37.0
2000,7,KC,LV,17,20,0,3.0,43.5
2000,7,ARI,PHI,14,33,0,-2.5,39.0
2000,7,BUF,LAC,27,24,0,10.0,36.5
2000,7,GB,SF,31,28,0,4.5,49.5
2000,7,TEN,JAX,27,13,0,6.0,38.0
2000,8,TB,DET,14,28,0,8.0,37.5
2000,8,DAL,ARI,48,7,0,7.0,41.5
2000,8,MIN,BUF,31,27,0,6.5,44.5
2000,8,PHI,CHI,13,9,0,6.5,41.0
2000,8,PIT,CLE,22,0,0,9.0,37.5
2000,8,CIN,DEN,31,21,0,-10.0,43.0
2000,8,IND,NE,30,23,0,8.5,47.0
2000,8,ATL,NO,19,21,0,-1.5,40.0
2000,8,LV,SEA,31,3,0,7.5,44.0
2000,8,CAR,SF,34,16,0,3.0,50.0
2000,8,KC,LA,54,34,0,-7.0,56.0
2000,8,BAL,TEN,6,14,0,1.0,35.0
2000,8,JAX,WAS,16,35,0,-4.0,36.0
2000,8,NYJ,MIA,40,37,0,3.0,35.0
2000,9,ATL,CAR,13,12,0,-3.0,45.5
2000,9,CLE,CIN,3,12,0,-3.0,35.5
2000,9,IND,DET,30,18,0,7.0,47.0
2000,9,MIA,GB,28,20,0,4.5,38.5
2000,9,DAL,JAX,17,23,0,4.0,44.5
2000,9,SEA,KC,19,24,0,-4.0,43.0
2000,9,TB,MIN,41,13,0,3.0,41.0
2000,9,ARI,NO,10,21,0,-6.0,41.0
2000,9,BUF,NYJ,23,20,0,3.5,41.0
2000,9,LAC,LV,13,15,0,-6.5,42.5
2000,9,NYG,PHI,24,7,0,3.5,37.0
2000,9,BAL,PIT,6,9,0,4.5,33.0
2000,9,SF,LA,24,34,0,-7.0,63.0
2000,9,WAS,TEN,21,27,0,4.0,37.5
2000,10,CIN,BAL,7,27,0,-6.0,32.5
2000,10,NE,BUF,13,16,0,2.0,39.0
2000,10,LA,CAR,24,27,0,13.5,59.5
2000,10,PHI,DAL,16,13,0,3.0,40.0
2000,10,NYJ,DEN,23,30,0,3.0,45.5
2000,10,CHI,IND,27,24,0,-7.0,45.0
2000,10,LV,KC,49,31,0,3.5,44.0
2000,10,DET,MIA,8,23,0,2.5,39.0
2000,10,CLE,NYG,3,24,0,-10.0,33.5
2000,10,TEN,PIT,9,7,0,8.0,36.5
2000,10,SEA,LAC,17,15,0,4.5,39.5
2000,10,NO,SF,31,15,0,5.5,48.0
2000,10,ATL,TB,14,27,0,-7.0,40.0
2000,10,ARI,WAS,16,15,0,-10.0,40.0
2000,10,GB,MIN,26,20,0,-3.5,47.5
2000,11,MIN,ARI,31,14,0,12.5,46.0
2000,11,DET,ATL,13,10,0,8.5,40.0
2000,11,TEN,BAL,23,24,0,4.0,33.0
2000,11,BUF,CHI,20,3,0,7.0,39.5
2000,11,DAL,CIN,23,6,0,8.5,39.0
2000,11,TB,GB,20,15,0,9.0,42.0
2000,11,SF,KC,21,7,0,-3.5,52.0
2000,11,LAC,MIA,7,17,0,-5.0,33.5
2000,11,CLE,NE,19,11,0,-7.0,32.0
2000,11,CAR,NO,10,20,0,-2.0,37.5
2000,11,IND,NYJ,23,15,0,6.0,52.5
2000,11,PIT,PHI,23,26,0,3.5,33.0
2000,11,JAX,SEA,21,28,0,7.5,40.5
2000,11,NYG,LA,24,38,0,-2.0,48.5
2000,11,DEN,LV,27,24,0,3.0,50.0
2000,12,PHI,ARI,34,9,0,7.0,38.0
2000,12,SF,ATL,16,6,0,5.5,47.5
2000,12,KC,BUF,17,21,0,3.0,42.0
2000,12,MIN,CAR,31,17,0,9.5,46.5
2000,12,NE,CIN,16,13,0,7.0,36.0
2000,12,TEN,CLE,24,10,0,16.0,35.5
2000,12,BAL,DAL,27,0,0,7.0,36.0
2000,12,NYG,DET,21,31,0,5.0,36.5
2000,12,GB,IND,26,24,0,-6.0,46.0
2000,12,PIT,JAX,24,34,0,3.0,37.0
2000,12,MIA,NYJ,3,20,0,3.5,38.5
2000,12,NO,LV,22,31,0,-3.0,43.0
2000,12,DEN,LAC,38,37,0,9.5,42.5
2000,12,CHI,TB,13,10,0,-8.0,36.0
2000,12,LA,WAS,20,33,0,5.5,56.0
2000,13,DAL,MIN,15,27,0,-7.0,48.0
2000,13,DET,NE,34,9,0,6.5,38.0
2000,13,LV,ATL,41,14,0,11.0,44.0
2000,13,TB,BUF,31,17,0,4.0,37.0
2000,13,NYJ,CHI,17,10,0,7.0,39.5
2000,13,BAL,CLE,44,7,0,15.0,34.0
2000,13,SEA,DEN,31,38,0,-3.0,45.5
2000,13,LAC,KC,17,16,0,-3.0,41.0
2000,13,IND,MIA,14,17,0,5.5,44.5
2000,13,LA,NO,24,31,0,13.5,53.5
2000,13,ARI,NYG,7,31,0,-6.0,39.0
2000,13,WAS,PHI,20,23,0,7.0,37.0
2000,13,CIN,PIT,28,48,0,-4.0,34.0
2000,13,JAX,TEN,16,13,0,-3.0,41.5
2000,13,CAR,GB,31,14,0,0.0,44.0
2000,14,MIN,DET,24,17,0,9.0,48.5
2000,14,CIN,ARI,24,13,0,4.0,38.5
2000,14,JAX,CLE,48,0,0,14.5,39.0
2000,14,TB,DAL,27,7,0,10.0,37.0
2000,14,NO,DEN,23,38,0,0.0,45.0
2000,14,CHI,GB,6,28,0,-2.5,39.0
2000,14,NYJ,IND,27,17,0,2.5,44.0
2000,14,BUF,MIA,6,33,0,3.5,36.0
2000,14,WAS,NYG,7,9,0,6.0,38.0
2000,14,PIT,LV,21,20,0,-3.0,42.0
2000,14,ATL,SEA,10,30,0,0.0,42.0
2000,14,LAC,SF,17,45,0,-2.5,44.0
2000,14,CAR,LA,16,3,0,-8.0,58.0
2000,14,PHI,TEN,13,15,0,-3.0,36.5
2000,14,NE,KC,30,24,0,1.0,41.0
2000,15,JAX,ARI,44,10,0,15.0,42.0
2000,15,KC,CAR,15,14,0,2.5,42.0
2000,15,TEN,CIN,35,3,0,13.0,36.0
2000,15,GB,DET,26,13,0,3.5,41.0
2000,15,LA,MIN,40,29,0,3.5,56.5
2000,15,CHI,NE,24,17,0,2.0,36.5
2000,15,SF,NO,27,31,0,3.0,47.5
2000,15,LV,NYJ,31,7,0,3.5,47.0
2000,15,CLE,PHI,24,35,0,-14.0,35.5
2000,15,NYG,PIT,30,10,0,3.5,35.5
2000,15,BAL,LAC,24,3,0,13.5,36.5
2000,15,DEN,SEA,31,24,0,10.0,48.0
2000,15,MIA,TB,13,16,0,2.5,34.5
2000,15,DAL,WAS,32,13,0,-6.0,39.0
2000,15,IND,BUF,44,20,0,6.0,45.0
2000,16,SEA,LV,27,24,0,-6.0,47.5
2000,16,PIT,WAS,24,3,0,-1.0,37.5
2000,16,NO,ATL,23,7,0,10.0,41.0
2000,16,ARI,BAL,7,13,0,-15.0,37.5
2000,16,SF,CHI,17,0,0,6.0,45.5
2000,16,KC,DEN,20,7,0,-3.0,47.0
2000,16,NYJ,DET,7,10,0,6.5,39.5
2000,16,MIN,GB,28,33,0,7.5,49.0
2000,16,MIA,IND,13,20,0,3.0,42.0
2000,16,CIN,JAX,17,14,0,-10.5,42.5
2000,16,BUF,NE,10,13,0,4.5,39.0
2000,16,DAL,NYG,13,17,0,-6.5,36.0
2000,16,CAR,LAC,30,22,0,8.5,38.5
2000,16,CLE,TEN,0,24,0,-16.0,37.0
2000,16,TB,LA,38,35,0,-1.0,49.0
2000,17,SEA,BUF,23,42,0,3.0,42.5
2000,17,NYG,JAX,28,25,0,4.0,37.5
2000,17,DEN,SF,38,9,0,7.0,48.5
2000,17,WAS,ARI,20,3,0,7.0,38.5
2000,17,LV,CAR,52,9,0,9.0,45.5
2000,17,DET,CHI,20,23,0,10.0,37.0
2000,17,PHI,CIN,16,7,0,10.5,35.0
2000,17,ATL,KC,29,13,0,-4.5,40.5
2000,17,NE,MIA,24,27,0,-4.0,35.0
2000,17,IND,MIN,31,10,0,3.0,53.5
2000,17,BAL,NYJ,34,20,0,6.0,35.5
2000,17,LAC,PIT,21,34,0,-3.0,37.5
2000,17,NO,LA,21,26,0,-3.5,56.0
2000,17,GB,TB,17,14,0,2.5,38.0
2000,17,TEN,DAL,31,0,0,13.5,37.5
2000,18,MIA,IND,23,17,0,-1.5,42.0
2000,18,NO,LA,31,28,0,-5.5,55.0
2000,18,BAL,DEN,21,3,0,3.5,41.0
2000,18,PHI,TB,21,3,0,-3.0,34.0
2000,19,LV,MIA,27,0,0,9.0,42.0
2000,19,MIN,NO,34,16,0,8.0,49.5
2000,19,TEN,BAL,10,24,0,6.0,34.0
2000,19,NYG,PHI,20,10,0,4.5,33.5
2000,20,LV,BAL,3,16,0,6.0,38.0
2000,20,NYG,MIN,41,0,0,-1.0,41.5
2000,21,NYG,BAL,7,34,1,-3.0,33.0
2001,1,SF,ATL,16,13,0,3.5,46.0
2001,1,MIN,CAR,13,24,0,10.0,45.0
2001,1,BAL,CHI,17,6,0,10.5,33.5
2001,1,GB,DET,28,6,0,5.5,41.5
